代號,校名,系名,標準,考取級分
國立高雄科技大學,航運技術系,總級分(52),1,54
國立高雄科技大學,海事資訊科技系,總級分(50),1,54
國立虎尾科技大學,資訊管理系,總級分(58),1,54
國立勤益科技大學,資訊管理系,09商管群/總級分(58),1,54
國立勤益科技大學,休閒產業管理系,總級分(54),1,54
國立勤益科技大學,人工智慧應用工程系,(111學年度資管類新增),1,54
國立臺北護理健康大學,健康事業管理系,總級分(49),1,54
國立高雄餐旅大學,餐旅暨會展行銷管理系,超篩總級分(52),1,54
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",1,54
國立臺中科技大學,資訊工程系(資管類),"數學(8),專一(11)",1,54
國立臺中科技大學,應用統計系,數學(5),1,54
國立臺中科技大學,應用英語系,"超篩總級分(57),專二(9)",1,54
國立臺中科技大學,智慧生產工程系,總級分(54),1,54
長庚學校財團法人長庚科技大學,護理系（林口校區）,總級分(47),1,54
致理科技大學,國際貿易系,總級分(38),1,54
國立宜蘭大學,應用經濟與管理學系,"超篩總級分(52),專一+專二(25)",1,54
國立聯合大學,資訊管理學系,"總級分(48),專一(7)",1,54
國立屏東大學,企業管理學系,總級分(48),1,54
國立屏東大學,應用英語學系,總級分(47),1,54
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",1,54
中原大學,國際經營與貿易學系(資管類),"超篩總級分(57),國文(9),英文(12)",1,54
中原大學,資訊管理學系(資管類),總級分(56),1,54
淡江大學,會計學系,"國文(11),數學(12),專一+專二+總級分(88),英文(12)",1,54
銘傳大學,會計學系（台北校區）,"超篩總級分(56),專二(9),英文(7)",1,54
銘傳大學,國際企業學系（台北校區）,總級分(36),1,54
國立虎尾科技大學,企業管理系,總級分(55),11,55
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",5,55
國立高雄科技大學,航運管理系,總級分(55),4,55
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",4,55
國立臺中科技大學,保險金融管理系,總級分(56),4,55
逢甲大學,國際經營與貿易學系,總級分(55),4,55
國立虎尾科技大學,工業管理系,總級分(54),3,55
國立虎尾科技大學,應用外語系,總級分(54),3,55
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",3,55
國立高雄科技大學,風險管理與保險系,09商管群/總級分(58),2,55
國立高雄科技大學,會計資訊系,總級分(60),2,55
國立高雄科技大學,應用英語系,(111學年度商管群新增),2,55
國立高雄科技大學,文化創意產業系,總級分(55),2,55
國立高雄科技大學,航運技術系,總級分(52),2,55
國立虎尾科技大學,財務金融系,總級分(59),2,55
國立勤益科技大學,工業工程與管理系,"超篩總級分(48),數學(10)",2,55
國立勤益科技大學,文化創意事業系,總級分(52),2,55
國立臺中科技大學,國際貿易與經營系,總級分(59),2,55
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",2,55
國立臺中科技大學,休閒事業經營系,總級分(54),2,55
國立屏東大學,會計學系,總級分(44),2,55
逢甲大學,會計學系,"超篩總級分(52),國文(11),英文+總級分(64)",2,55
國立雲林科技大學,會計系,總級分(65),1,55
國立屏東科技大學,工業管理系,總級分(46),1,55
國立屏東科技大學,企業管理系,總級分(52),1,55
國立屏東科技大學,財務金融國際學士學位學程,總級分(51),1,55
國立高雄科技大學,國際企業系,總級分(61),1,55
國立高雄科技大學,行銷與流通管理系,總級分(59),1,55
國立高雄科技大學,觀光管理系,總級分(55),1,55
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",1,55
國立高雄科技大學,海洋休閒管理系,總級分(53),1,55
國立高雄科技大學,人力資源發展系,總級分(56),1,55
國立高雄科技大學,高瞻科技不分系學士學位學程,"總級分(51),英文+數學(19),專二(10)",1,55
國立勤益科技大學,資訊管理系,09商管群/總級分(58),1,55
國立勤益科技大學,流通管理系,09商管群/總級分(55),1,55
國立勤益科技大學,流通管理系(資管類),總級分(55),1,55
國立勤益科技大學,休閒產業管理系,總級分(54),1,55
國立勤益科技大學,應用英語系,總級分(56),1,55
國立臺北護理健康大學,健康事業管理系,總級分(49),1,55
國立高雄餐旅大學,休閒暨遊憩管理系,超篩總級分(52),1,55
國立臺中科技大學,財務金融系,總級分(63),1,55
國立臺中科技大學,多媒體設計系,"超篩總級分(54),專一(12),專二(11)",1,55
國立臺中科技大學,企業管理系,總級分(58),1,55
國立臺北商業大學,會計資訊系（臺北校區）,總級分(65),1,55
致理科技大學,財務金融系,總級分(45),1,55
國立宜蘭大學,應用經濟與管理學系,"超篩總級分(52),專一+專二(25)",1,55
國立聯合大學,經營管理學系,總級分(52),1,55
國立體育大學,休閒產業經營學系,(111學年度商管群新增),1,55
國立臺灣體育運動大學,運動事業管理學系,總級分(58),1,55
國立屏東大學,企業管理學系,總級分(48),1,55
逢甲大學,財稅學系,總級分(57),1,55
銘傳大學,企業管理學系（台北校區）,總級分(52),1,55
銘傳大學,國際企業學系（台北校區）,總級分(36),1,55
實踐大學,財務金融學系（臺北校區）,總級分(52),1,55
中原大學,資訊管理學系(資管類),總級分(56),5,56
國立高雄科技大學,企業管理系,總級分(59),4,56
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",3,56
國立虎尾科技大學,企業管理系,總級分(55),3,56
國立臺北護理健康大學,資訊管理系,總級分(56),3,56
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",3,56
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",3,56
國立高雄科技大學,運籌管理系,總級分(57),2,56
國立高雄科技大學,行銷與流通管理系,總級分(59),2,56
國立高雄科技大學,供應鏈管理系,總級分(56),2,56
國立虎尾科技大學,工業管理系,總級分(54),2,56
國立虎尾科技大學,財務金融系,總級分(59),2,56
國立勤益科技大學,工業工程與管理系,"超篩總級分(48),數學(10)",2,56
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",2,56
國立臺中科技大學,國際貿易與經營系,總級分(59),2,56
國立臺中科技大學,休閒事業經營系,總級分(54),2,56
國立臺中科技大學,保險金融管理系,總級分(56),2,56
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",2,56
中原大學,資訊管理學系,09商管群/總級分(56),2,56
逢甲大學,財稅學系,總級分(57),2,56
銘傳大學,會計學系（台北校區）,"超篩總級分(56),專二(9),英文(7)",2,56
國立屏東科技大學,植物醫學系,(111學年度商管群新增),1,56
國立屏東科技大學,工業管理系,總級分(46),1,56
國立高雄科技大學,工業工程與管理系,總級分(60),1,56
國立高雄科技大學,風險管理與保險系,09商管群/總級分(58),1,56
國立高雄科技大學,會計資訊系,總級分(60),1,56
國立高雄科技大學,航運管理系,總級分(55),1,56
國立高雄科技大學,商務資訊應用系,總級分(58),1,56
國立高雄科技大學,人力資源發展系,總級分(56),1,56
國立勤益科技大學,資訊工程系,"超篩總級分(51),專一(13),國文+英文+數學(29)",1,56
國立勤益科技大學,流通管理系,09商管群/總級分(55),1,56
國立勤益科技大學,休閒產業管理系,總級分(54),1,56
國立勤益科技大學,應用英語系,總級分(56),1,56
國立臺北護理健康大學,休閒產業與健康促進系,總級分(57),1,56
國立臺中科技大學,財政稅務系,總級分(61),1,56
國立臺中科技大學,多媒體設計系,"超篩總級分(54),專一(12),專二(11)",1,56
國立臺中科技大學,資訊工程系(資管類),"數學(8),專一(11)",1,56
國立臺中科技大學,應用統計系,數學(5),1,56
致理科技大學,國際貿易系,總級分(38),1,56
國立宜蘭大學,應用經濟與管理學系,"超篩總級分(52),專一+專二(25)",1,56
國立臺灣體育運動大學,運動事業管理學系,總級分(58),1,56
國立屏東大學,國際經營與貿易學系,總級分(27),1,56
逢甲大學,國際經營與貿易學系,總級分(55),1,56
銘傳大學,國際企業學系（台北校區）,總級分(36),1,56
實踐大學,國際經營與貿易學系（臺北校區）,總級分(31),1,56
國立臺中科技大學,保險金融管理系,總級分(56),6,57
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",4,57
國立高雄科技大學,商務資訊應用系,總級分(58),4,57
國立勤益科技大學,流通管理系,09商管群/總級分(55),4,57
國立高雄科技大學,風險管理與保險系,09商管群/總級分(58),3,57
國立虎尾科技大學,企業管理系,總級分(55),3,57
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",3,57
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",3,57
中原大學,資訊管理學系(資管類),總級分(56),3,57
國立高雄科技大學,財政稅務系,總級分(62),2,57
國立高雄科技大學,航運管理系,總級分(55),2,57
國立高雄科技大學,供應鏈管理系,總級分(56),2,57
國立勤益科技大學,資訊管理系,09商管群/總級分(58),2,57
國立臺中科技大學,流通管理系,總級分(58),2,57
國立臺中科技大學,應用統計系,數學(5),2,57
國立臺中科技大學,企業管理系,總級分(58),2,57
逢甲大學,會計學系,"超篩總級分(52),國文(11),英文+總級分(64)",2,57
逢甲大學,財稅學系,總級分(57),2,57
國立雲林科技大學,文化資產維護系,總級分(57),1,57
國立屏東科技大學,資訊管理系,總級分(47),1,57
國立高雄科技大學,企業管理系,總級分(59),1,57
國立高雄科技大學,資訊管理系,09商管群/總級分(61),1,57
國立高雄科技大學,資訊管理系(資管類),總級分(61),1,57
國立高雄科技大學,運籌管理系,總級分(57),1,57
國立高雄科技大學,行銷與流通管理系,總級分(59),1,57
國立高雄科技大學,金融資訊系(資管類),總級分(62),1,57
國立高雄科技大學,智慧商務系(資管類),"超篩總級分(57),英文+數學(18),專一(12)",1,57
國立高雄科技大學,應用英語系,(111學年度商管群新增),1,57
國立高雄科技大學,應用日語系,總級分(54),1,57
國立高雄科技大學,文化創意產業系,總級分(55),1,57
國立高雄科技大學,人力資源發展系,總級分(56),1,57
國立虎尾科技大學,工業管理系,總級分(54),1,57
國立臺北護理健康大學,資訊管理系,總級分(56),1,57
國立臺北護理健康大學,生死與健康心理諮商系,總級分(61),1,57
國立臺中科技大學,資訊管理系,"超篩總級分(63),專一(13)",1,57
國立臺中科技大學,應用英語系,"超篩總級分(57),專二(9)",1,57
國立臺中科技大學,應用中文系,總級分(53),1,57
國立臺中科技大學,人工智慧應用工程學士學位學程,"超篩總級分(53),專一(13)",1,57
國立臺北商業大學,數位多媒體設計系（桃園校區）,總級分(58),1,57
朝陽科技大學,企業管理系,總級分(40),1,57
長庚學校財團法人長庚科技大學,護理系（林口校區）,總級分(47),1,57
致理科技大學,企業管理系,總級分(41),1,57
國立聯合大學,資訊管理學系,"總級分(48),專一(7)",1,57
國立屏東大學,財務金融學系,總級分(53),1,57
國立屏東大學,商業自動化與管理學系,總級分(46),1,57
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",1,57
中原大學,國際經營與貿易學系(資管類),"超篩總級分(57),國文(9),英文(12)",1,57
中原大學,資訊管理學系,09商管群/總級分(56),1,57
逢甲大學,工業工程與系統管理學系,總級分(56),1,57
逢甲大學,國際經營與貿易學系,總級分(55),1,57
逢甲大學,經濟學系,總級分(56),1,57
銘傳大學,會計學系（台北校區）,"超篩總級分(56),專二(9),英文(7)",1,57
國立虎尾科技大學,財務金融系,總級分(59),5,58
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",5,58
國立高雄科技大學,企業管理系,總級分(59),4,58
國立雲林科技大學,會計系,總級分(65),3,58
國立高雄科技大學,風險管理與保險系,09商管群/總級分(58),3,58
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",3,58
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",3,58
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",3,58
國立高雄科技大學,工業工程與管理系,總級分(60),2,58
國立高雄科技大學,運籌管理系,總級分(57),2,58
國立高雄科技大學,行銷與流通管理系,總級分(59),2,58
國立高雄科技大學,會計資訊系,總級分(60),2,58
國立高雄科技大學,金融資訊系,09商管群/總級分(62),2,58
國立虎尾科技大學,工業管理系,總級分(54),2,58
國立虎尾科技大學,企業管理系,總級分(55),2,58
國立臺中科技大學,財政稅務系,總級分(61),2,58
國立臺中科技大學,財務金融系,總級分(63),2,58
國立臺中科技大學,多媒體設計系,"超篩總級分(54),專一(12),專二(11)",2,58
國立臺中科技大學,保險金融管理系,總級分(56),2,58
國立臺中科技大學,企業管理系,總級分(58),2,58
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),2,58
國立屏東大學,財務金融學系,總級分(53),2,58
逢甲大學,會計學系,"超篩總級分(52),國文(11),英文+總級分(64)",2,58
逢甲大學,國際經營與貿易學系,總級分(55),2,58
銘傳大學,會計學系（台北校區）,"超篩總級分(56),專二(9),英文(7)",2,58
國立雲林科技大學,工業工程與管理系,總級分(63),1,58
國立屏東科技大學,企業管理系,總級分(52),1,58
國立屏東科技大學,財務金融國際學士學位學程,總級分(51),1,58
國立高雄科技大學,國際企業系,總級分(61),1,58
國立高雄科技大學,金融系,總級分(62),1,58
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",1,58
國立高雄科技大學,航運管理系,總級分(55),1,58
國立勤益科技大學,文化創意事業系,總級分(52),1,58
國立臺北護理健康大學,資訊管理系,總級分(56),1,58
國立臺北護理健康大學,生死與健康心理諮商系,總級分(61),1,58
國立臺中科技大學,國際貿易與經營系,總級分(59),1,58
國立臺中科技大學,流通管理系,總級分(58),1,58
國立臺中科技大學,應用統計系,數學(5),1,58
國立臺北商業大學,商業設計管理系（桃園校區）,總級分(60),1,58
國立臺北商業大學,數位多媒體設計系（桃園校區）,總級分(58),1,58
國立中央大學,財務金融學系,"超篩總級分(72),國文+英文+數學(44)",1,58
國立臺灣藝術大學,圖文傳播藝術學系,總級分(63),1,58
國立臺中教育大學,文化創意產業設計與營運學系,(111學年度商管群新增),1,58
國立臺灣體育運動大學,運動事業管理學系,總級分(58),1,58
淡江大學,會計學系,"國文(11),數學(12),專一+專二+總級分(88),英文(12)",1,58
逢甲大學,工業工程與系統管理學系,總級分(56),1,58
逢甲大學,財稅學系,總級分(57),1,58
國立虎尾科技大學,財務金融系,總級分(59),7,59
國立勤益科技大學,資訊管理系,09商管群/總級分(58),4,59
國立臺中科技大學,財政稅務系,總級分(61),4,59
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",4,59
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",4,59
國立雲林科技大學,文化資產維護系,總級分(57),3,59
國立高雄科技大學,資訊管理系,09商管群/總級分(61),3,59
國立高雄科技大學,金融系,總級分(62),3,59
國立高雄科技大學,會計資訊系,總級分(60),3,59
國立高雄科技大學,金融資訊系,09商管群/總級分(62),3,59
國立勤益科技大學,休閒產業管理系,總級分(54),3,59
國立臺中科技大學,國際貿易與經營系,總級分(59),3,59
中原大學,資訊管理學系(資管類),總級分(56),3,59
逢甲大學,經濟學系,總級分(56),3,59
國立高雄科技大學,國際企業系,總級分(61),2,59
國立高雄科技大學,企業管理系,總級分(59),2,59
國立高雄科技大學,行銷與流通管理系,總級分(59),2,59
國立高雄科技大學,財政稅務系,總級分(62),2,59
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",2,59
國立臺中科技大學,休閒事業經營系,總級分(54),2,59
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",2,59
逢甲大學,會計學系,"超篩總級分(52),國文(11),英文+總級分(64)",2,59
逢甲大學,財稅學系,總級分(57),2,59
國立雲林科技大學,會計系,總級分(65),1,59
國立臺北科技大學,經營管理系,總級分(66),1,59
國立高雄科技大學,風險管理與保險系,09商管群/總級分(58),1,59
國立高雄科技大學,觀光管理系,總級分(55),1,59
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",1,59
國立高雄科技大學,商務資訊應用系,總級分(58),1,59
國立虎尾科技大學,工業管理系,總級分(54),1,59
國立虎尾科技大學,資訊管理系,總級分(58),1,59
國立虎尾科技大學,企業管理系,總級分(55),1,59
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",1,59
國立臺北護理健康大學,健康事業管理系,總級分(49),1,59
國立臺北護理健康大學,資訊管理系,總級分(56),1,59
國立臺北護理健康大學,生死與健康心理諮商系,總級分(61),1,59
國立高雄餐旅大學,休閒暨遊憩管理系,超篩總級分(52),1,59
國立臺中科技大學,財務金融系,總級分(63),1,59
國立臺中科技大學,企業管理系,總級分(58),1,59
國立臺中科技大學,人工智慧應用工程學士學位學程,"超篩總級分(53),專一(13)",1,59
國立臺北商業大學,商業設計管理系（桃園校區）,總級分(60),1,59
朝陽科技大學,財務金融系,總級分(45),1,59
致理科技大學,財務金融系,總級分(45),1,59
國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,"超篩總級分(58),數學(9),國文(11),英文(11)",1,59
逢甲大學,國際經營與貿易學系,總級分(55),1,59
銘傳大學,會計學系（台北校區）,"超篩總級分(56),專二(9),英文(7)",1,59
國立高雄科技大學,金融系,總級分(62),6,60
國立高雄科技大學,財政稅務系,總級分(62),4,60
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",4,60
國立高雄科技大學,行銷與流通管理系,總級分(59),3,60
國立臺中科技大學,財政稅務系,總級分(61),3,60
國立臺中科技大學,企業管理系,總級分(58),3,60
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),3,60
國立雲林科技大學,資訊管理系,總級分(64),2,60
國立高雄科技大學,國際企業系,總級分(61),2,60
國立高雄科技大學,金融資訊系,09商管群/總級分(62),2,60
國立虎尾科技大學,資訊管理系,總級分(58),2,60
國立虎尾科技大學,企業管理系,總級分(55),2,60
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",2,60
國立臺中科技大學,國際貿易與經營系,總級分(59),2,60
中原大學,資訊管理學系,09商管群/總級分(56),2,60
逢甲大學,財稅學系,總級分(57),2,60
國立雲林科技大學,工業工程與管理系,總級分(63),1,60
國立雲林科技大學,企業管理系,總級分(64),1,60
國立雲林科技大學,財務金融系,總級分(67),1,60
國立雲林科技大學,會計系,總級分(65),1,60
國立雲林科技大學,應用外語系,09商管群/總級分(62),1,60
國立屏東科技大學,資訊管理系,總級分(47),1,60
國立高雄科技大學,企業管理系,總級分(59),1,60
國立高雄科技大學,資訊管理系,09商管群/總級分(61),1,60
國立高雄科技大學,運籌管理系,總級分(57),1,60
國立高雄科技大學,財務管理系,總級分(64),1,60
國立高雄科技大學,會計資訊系,總級分(60),1,60
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",1,60
國立高雄科技大學,航運管理系,總級分(55),1,60
國立高雄科技大學,應用日語系,總級分(54),1,60
國立虎尾科技大學,應用外語系,總級分(54),1,60
國立虎尾科技大學,財務金融系,總級分(59),1,60
國立勤益科技大學,資訊管理系,09商管群/總級分(58),1,60
國立勤益科技大學,應用英語系,總級分(56),1,60
國立臺中科技大學,財務金融系,總級分(63),1,60
國立臺中科技大學,多媒體設計系,"超篩總級分(54),專一(12),專二(11)",1,60
國立臺中科技大學,流通管理系,總級分(58),1,60
國立臺中科技大學,保險金融管理系,總級分(56),1,60
國立臺中科技大學,應用英語系,"超篩總級分(57),專二(9)",1,60
國立臺北商業大學,國際商務系（臺北校區）,總級分(65),1,60
國立臺北商業大學,資訊管理系（臺北校區）,總級分(66),1,60
國立臺北商業大學,數位多媒體設計系（桃園校區）,總級分(58),1,60
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",1,60
國立臺中教育大學,國際企業學系,09商管群/總級分(62),1,60
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",1,60
中原大學,資訊管理學系(資管類),總級分(56),1,60
銘傳大學,企業管理學系（台北校區）,總級分(52),1,60
國立臺中科技大學,財務金融系,總級分(63),6,61
國立雲林科技大學,工業工程與管理系,總級分(63),4,61
國立高雄科技大學,財政稅務系,總級分(62),4,61
國立臺中科技大學,國際貿易與經營系,總級分(59),4,61
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",4,61
國立高雄科技大學,國際企業系,總級分(61),3,61
國立高雄科技大學,資訊管理系,09商管群/總級分(61),3,61
國立高雄科技大學,金融資訊系,09商管群/總級分(62),3,61
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",3,61
國立臺中科技大學,財政稅務系,總級分(61),3,61
國立臺北商業大學,企業管理系（臺北校區）,總級分(65),3,61
國立臺中教育大學,國際企業學系,09商管群/總級分(62),3,61
逢甲大學,財稅學系,總級分(57),3,61
國立雲林科技大學,企業管理系,總級分(64),2,61
國立雲林科技大學,財務金融系,總級分(67),2,61
國立雲林科技大學,會計系,總級分(65),2,61
國立雲林科技大學,國際管理學士學位學程,總級分(64),2,61
國立臺北科技大學,工業工程與管理系,總級分(66),2,61
國立高雄科技大學,工業工程與管理系,總級分(60),2,61
國立高雄科技大學,企業管理系,總級分(59),2,61
國立高雄科技大學,行銷與流通管理系,總級分(59),2,61
國立高雄科技大學,金融系,總級分(62),2,61
國立高雄科技大學,財務管理系,總級分(64),2,61
國立高雄科技大學,會計資訊系,總級分(60),2,61
國立高雄科技大學,應用英語系,(111學年度商管群新增),2,61
國立臺北商業大學,財務金融系（臺北校區）,總級分(68),2,61
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),2,61
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",2,61
國立雲林科技大學,應用外語系,09商管群/總級分(62),1,61
國立屏東科技大學,社會工作系,總級分(49),1,61
國立高雄科技大學,風險管理與保險系,09商管群/總級分(58),1,61
國立高雄科技大學,航運管理系,總級分(55),1,61
國立高雄科技大學,應用日語系,總級分(54),1,61
國立虎尾科技大學,資訊管理系,總級分(58),1,61
國立虎尾科技大學,應用外語系,總級分(54),1,61
國立虎尾科技大學,資訊工程系,總級分(61),1,61
國立虎尾科技大學,財務金融系,總級分(59),1,61
國立虎尾科技大學,企業管理系,總級分(55),1,61
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",1,61
國立勤益科技大學,流通管理系,09商管群/總級分(55),1,61
國立勤益科技大學,應用英語系,總級分(56),1,61
國立勤益科技大學,人工智慧應用工程系,(111學年度資管類新增),1,61
國立臺北護理健康大學,高齡健康照護系,總級分(53),1,61
國立臺北護理健康大學,資訊管理系,總級分(56),1,61
國立臺北護理健康大學,生死與健康心理諮商系,總級分(61),1,61
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",1,61
國立臺中科技大學,資訊管理系,"超篩總級分(63),專一(13)",1,61
國立臺中科技大學,應用統計系,數學(5),1,61
國立臺中科技大學,保險金融管理系,總級分(56),1,61
國立臺中科技大學,企業管理系,總級分(58),1,61
國立臺中科技大學,應用英語系,"超篩總級分(57),專二(9)",1,61
國立臺中科技大學,應用日語系,"超篩總級分(53),專一(12),專二(10)",1,61
國立臺中科技大學,人工智慧應用工程學士學位學程,"超篩總級分(53),專一(13)",1,61
國立臺北商業大學,國際商務系（臺北校區）,總級分(65),1,61
弘光科技大學,健康事業管理系,總級分(26),1,61
中華醫事科技大學,語言治療系,(111學年度商管群新增),1,61
文藻外語大學,德國語文系,總級分(31),1,61
國立臺灣藝術大學,圖文傳播藝術學系,總級分(63),1,61
國立臺中教育大學,國際企業學系(資管類),總級分(62),1,61
國立臺中教育大學,文化創意產業設計與營運學系,(111學年度商管群新增),1,61
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",1,61
逢甲大學,工業工程與系統管理學系,總級分(56),1,61
逢甲大學,經濟學系,總級分(56),1,61
實踐大學,財務金融學系（臺北校區）,總級分(52),1,61
國立臺中科技大學,財務金融系,總級分(63),3,62
國立臺北商業大學,企業管理系（臺北校區）,總級分(65),3,62
國立臺中教育大學,國際企業學系,09商管群/總級分(62),3,62
國立雲林科技大學,企業管理系,總級分(64),2,62
國立雲林科技大學,國際管理學士學位學程,總級分(64),2,62
國立臺北科技大學,工業工程與管理系,總級分(66),2,62
國立高雄科技大學,國際企業系,總級分(61),2,62
國立臺中科技大學,企業管理系,總級分(58),2,62
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",2,62
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",2,62
國立雲林科技大學,工業工程與管理系,總級分(63),1,62
國立雲林科技大學,財務金融系,總級分(67),1,62
國立高雄科技大學,企業管理系,總級分(59),1,62
國立高雄科技大學,行銷與流通管理系,總級分(59),1,62
國立高雄科技大學,金融系,總級分(62),1,62
國立高雄科技大學,財務管理系,總級分(64),1,62
國立高雄科技大學,財政稅務系,總級分(62),1,62
國立臺北商業大學,財務金融系（臺北校區）,總級分(68),1,62
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),1,62
國立臺北商業大學,國際商務系（臺北校區）,總級分(65),1,62
銘傳大學,企業管理學系（台北校區）,總級分(52),1,62
國立雲林科技大學,會計系,總級分(65),3,63
國立高雄科技大學,會計資訊系,總級分(60),3,63
國立臺中科技大學,財務金融系,總級分(63),3,63
國立臺北商業大學,會計資訊系（臺北校區）,總級分(65),3,63
國立臺北科技大學,經營管理系,總級分(66),2,63
國立高雄科技大學,財務管理系,總級分(64),2,63
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),2,63
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",2,63
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",2,63
國立雲林科技大學,工業工程與管理系,總級分(63),1,63
國立雲林科技大學,資訊管理系,總級分(64),1,63
國立雲林科技大學,國際管理學士學位學程,總級分(64),1,63
國立臺北科技大學,工業工程與管理系,總級分(66),1,63
國立高雄科技大學,企業管理系,總級分(59),1,63
國立高雄科技大學,金融系,總級分(62),1,63
國立高雄科技大學,財政稅務系,總級分(62),1,63
國立勤益科技大學,企業管理系,"超篩總級分(60),國文+英文+數學+專二(40),專一(12)",1,63
國立臺北護理健康大學,生死與健康心理諮商系,總級分(61),1,63
國立臺中科技大學,會計資訊系,"超篩總級分(57),專二(12),專一(13)",1,63
國立臺中科技大學,保險金融管理系,總級分(56),1,63
國立臺北商業大學,財務金融系（臺北校區）,總級分(68),1,63
國立臺北商業大學,國際商務系（臺北校區）,總級分(65),1,63
國立臺北商業大學,企業管理系（臺北校區）,總級分(65),1,63
國立臺北商業大學,商業設計管理系（桃園校區）,總級分(60),1,63
朝陽科技大學,保險金融管理系,專一(7),1,63
文藻外語大學,東南亞學系,總級分(29),1,63
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",1,63
逢甲大學,經濟學系,總級分(56),1,63
國立雲林科技大學,財務金融系,總級分(67),3,64
國立臺北科技大學,工業工程與管理系,總級分(66),3,64
國立臺北科技大學,經營管理系,總級分(66),3,64
國立高雄科技大學,金融系,總級分(62),3,64
國立高雄科技大學,財務管理系,總級分(64),3,64
國立臺中科技大學,財務金融系,總級分(63),3,64
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",3,64
國立雲林科技大學,工業工程與管理系,總級分(63),2,64
國立臺北商業大學,國際商務系（臺北校區）,總級分(65),2,64
國立臺北商業大學,企業管理系（臺北校區）,總級分(65),2,64
國立臺灣科技大學,企業管理系,總級分(68),1,64
國立臺灣科技大學,資訊管理系,總級分(70),1,64
國立雲林科技大學,企業管理系,總級分(64),1,64
國立雲林科技大學,資訊管理系,總級分(64),1,64
